codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
36138;IG-578/CENIPA/2018 - 01;2019-03-11;2019-03-18;2019-05-07;"ATUAR JUNTO à AEROCESSNA TÁXI AÉREO LTDA., COM FITO DE CERTIFICAR QUE A OPERAçãO DA EMPRESA ESTEJA EM CONFORMIDADE COM OS PRECEITOS DO REGULAMENTO BRASILEIRO DE AVIAçãO CIVIL Nº 135, RELACIONADOS AO/AOS: MANIFESTO DE CARGA; REQUISITOS DE ASSENTOS E CINTOS DE SEGURANçA PARA PASSAGEIROS; CONHECIMENTO E PROCEDIMENTOS PARA RECONHECER E EVITAR CONDIçõES ATMOSFéRICAS SEVERAS, DENTRE OUTROS, COM VISTAS à MANUTENçãO DE NíVEIS ACEITáVEIS DE DESEMPENHO DA SEGURANçA OPERACIONAL.";ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36097;164/2010;2010-08-18;2011-01-05;2011-03-11;Analisar a oportunidade de realizar auditoria especial na empresa Nacional Manutenção de Aeronaves Ltda., dispensando especial atenção ao controle de rastreabilidade de componentes aeronáuticos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36097;165/2010;2010-08-18;2011-01-05;2011-03-11;Orientar seus inspetores, por ocasião das auditorias e inspeções realizadas nas oficinas e empresas aéreas, quanto à importância da verificação da rastreabilidade dos componentes aeronáuticos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36097;166/2010;2010-08-18;2011-01-05;2011-02-01;Divulgar os ensinamentos deste Relatório entre os mantenedores e operadores de aeronaves da Aviação Geral e Táxi Aéreo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36097;167/2010;2010-08-18;2010-06-21;2011-10-10;Analisar a efetividade das comunicações rádio em torno do Aeroporto de Teresina, considerando um raio de até 100 NM, dispensando especial atenção aos níveis mais utilizados para a realização dos vôos em condições visuais (VFR) naquela região, com o foco nas freqüências: TWR Teresina (118.80), APP Teresina (119.6) e ACC Recife (125.15 e 135.25).;***;CINDACTA-3;TERCEIRO CENTRO INTEGRADO DE DEFESA AÉREA E CONTROLE DE TRÁFEGO AÉREO
36076;166/A/2009;2009-10-09;2009-10-19;2009-10-21;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o incremento de risco que decorre do uso em aeronaves de combustível não apropriado.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36076;166/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o incremento de risco que decorre do uso em aeronaves de combustível não apropriado.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36076;166/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o incremento de risco que decorre do uso em aeronaves de combustível não apropriado.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36076;166/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o incremento de risco que decorre do uso em aeronaves de combustível não apropriado.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36076;166/D/09;2009-10-09;2009-10-19;2009-11-30;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o incremento de risco que decorre do uso em aeronaves de combustível não apropriado.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36076;166/D/09;2009-10-09;2009-10-19;2009-12-11;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o incremento de risco que decorre do uso em aeronaves de combustível não apropriado.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36076;166/D/09;2009-10-09;2009-10-19;2010-07-14;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o incremento de risco que decorre do uso em aeronaves de combustível não apropriado.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36075;034/D/10;2010-03-19;2010-04-20;2010-05-11;Intensificar o acompanhamento das atividades aéreas dos aeroclubes, concernente aos aspectos ligados à supervisão da instrução ministrada, tais como cursos de padronização de instrutores, acompanhamento do desempenho de alunos, avaliação de Instrutores de vôo, etc., bem como fiscalizar o cumprimento das atividades e programas constantes do Plano de Prevenção de Acidentes Aeronáuticos (PPAA).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36075;035/D/10;2010-03-19;2010-04-20;2016-03-16;Atualizar o modelo da ficha de avaliação de desempenho contida no MMA 58-16, 01/07/1992, inserindo os seguintes campos: níveis de aprendizagem, código da missão, grau e comentários do coordenador da instrução, entre outros.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36056;A-533/CENIPA/2016 - 01;2017-08-01;2017-08-01;NULL;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos das aeronaves IPE KW1 sobre o risco de uma abertura inadvertida do spoiler em voo.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36055;250/2011;2011-09-23;2011-09-29;2012-04-27;Avaliar a substituição da aeronave Aero Boero AB-115/180 da instrução aérea dos Aeroclubes e Escolas de Formação de Pilotos, em virtude do grande número de ocorrências relacionadas à dificuldade de controle da aeronave no solo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35941;126/D/10;2010-05-05;2010-06-08;2010-10-27;Realizar Auditoria de Segurança Operacional na Aero Espina Ltda.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35798;019/D/09;2009-04-16;2009-04-30;NULL;Confeccionar Tabelas de Desempenho do EMB-202, IPANEMA, para a configuração agrícola, conforme previsto no Manual de Operação, Seção 05, Figuras 5-4, 5-6, 5-7, 5-10 e 5-11, especialmente pelo fato de que a referida configuração é a mais utilizada na operação, bem como para um melhor planejamento do emprego da aeronave por seus operadores.;***;EMBRAER;EMPRESA BRASILEIRA DE AERONÁUTICA
35680;188/2011;2011-08-29;2011-09-29;2014-10-27;Realizar uma Vistoria de Segurança de Voo na oficina Motormec, a fim de verificar a conformidade dos serviços de manutenção realizados com os procedimentos previstos, em especial no tocante à instalação da bomba mecânica de combustível das aeronaves EMB-202A.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35680;189/2011;2011-08-29;2011-09-29;2011-10-31;Divulgar o presente relatório aos operadores da Aviação Agrícola, enfatizando a necessidade de utilizar a bomba elétrica de combustível durante o voo de aplicação, conforme previsto pelo fabricante da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35680;190/D/11;2011-08-29;2011-08-29;NULL;Revisar seus procedimentos de manutenção do motor da aeronave EMB-202A, em especial no tocante à instalação da bomba mecânica de combustível, a fim de assegurar-se da conformidade com o previsto pelo fabricante.;***;MOTORMEC;OFICINA MOTORMEC
35675;124/2012;2012-03-23;2012-04-20;2012-07-18;Divulgar os ensinamentos colhidos na presente investigação aos grupamentos de Polícia, Bombeiros e Defesa Civil, alertando quanto à importância da utilização de material adequado, da realização de treinamentos frequentes e da supervisão contínua da atividade aérea.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
35588;250/D/09;2009-12-07;2010-01-11;NULL;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35588;250/D/09;2009-12-07;2010-01-11;NULL;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35588;250/D/09;2009-12-07;2010-01-11;NULL;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35588;250/D/09;2009-12-07;2010-01-11;NULL;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;***;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35588;250/D/09;2009-12-07;2010-01-11;2010-01-21;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35588;250/D/09;2009-12-07;2010-01-11;2010-03-12;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35588;250/D/09;2009-12-07;2010-01-11;2010-07-14;Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;NULL;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;NULL;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;NULL;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-01-13;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-01-26;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-03-12;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;231/D/09;2009-12-07;2009-12-17;2010-07-14;Promover a divulgação deste acidente aeronáutico junto a operadores e pilotos, tendo como objetivo realçar a relevância para um vôo seguro da compatibilização entre a capacidade do piloto (habilitação, treinamento, experiência), da aeronave (certificação, homologação) e das circunstâncias da operação (condições meteorológicas, conhecimento da rota, condições dos aeródromos, etc.).;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;NULL;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;NULL;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;NULL;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;2010-01-13;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
35587;232/D/09;2009-12-07;2009-12-17;2010-01-26;Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
